Date,Time,Temp,pH ,ORP,EC,RES,TDS,Salinity,Pressure,D.O.,Turbidity
18-02-2020,09:32:11,20.35,9.03,123.6,428,2336,278,0.21,14.666,130,13.2
18-02-2020,09:32:21,20.35,9.03,123.7,428,2336,279,0.21,14.664,130.1,13.4
18-02-2020,09:32:31,20.35,9.02,124,429,2331,279,0.21,14.669,130,13.3
18-02-2020,09:32:41,20.37,9.02,124.2,428,2336,278,0.21,14.666,130.3,12.6
18-02-2020,09:32:51,20.37,9.02,124.5,428,2336,278,0.21,14.666,130.1,12.6
18-02-2020,09:33:01,20.36,9.01,125.1,428,2336,278,0.21,14.663,129.8,12.8
18-02-2020,09:33:11,20.36,9.02,125.3,428,2336,278,0.21,14.667,129.8,12.6
18-02-2020,09:33:21,20.35,9.01,125.8,428,2336,278,0.21,14.661,129.4,12.6
18-02-2020,09:33:31,20.36,9.01,125.8,428,2336,278,0.21,14.663,129.4,12.8
18-02-2020,09:33:41,20.34,9,126.4,429,2331,279,0.21,14.664,129.2,12.7
18-02-2020,09:33:51,20.34,9,126.4,429,2331,279,0.21,14.661,128.9,12.6
18-02-2020,09:34:01,20.37,9.02,126.3,428,2336,278,0.21,14.66,129.3,12.6
18-02-2020,09:34:11,20.36,9.02,126.6,428,2336,278,0.21,14.66,129.2,12.6
18-02-2020,09:34:21,20.35,9.01,127.1,429,2331,279,0.21,14.66,129.3,12.9
18-02-2020,09:34:31,20.35,9.01,127.2,429,2331,279,0.21,14.653,129.4,13.3
18-02-2020,09:34:41,20.37,9.02,127.3,428,2336,278,0.21,14.655,129.6,12.7
18-02-2020,09:34:51,20.36,9,127.8,428,2336,278,0.21,14.653,129.3,12.8
18-02-2020,09:35:01,20.37,9.01,127.7,428,2336,278,0.21,14.654,129.6,12
18-02-2020,09:35:11,20.38,9.02,127.8,428,2336,278,0.21,14.654,129.9,12.3
18-02-2020,09:35:21,20.38,9.02,128,428,2336,278,0.21,14.654,129.9,13
18-02-2020,09:35:31,20.38,9.03,128.2,428,2336,278,0.21,14.653,129.8,12.8
18-02-2020,09:35:41,20.37,9.02,128.4,428,2336,278,0.21,14.651,129.7,12.6
18-02-2020,09:35:51,20.38,9.02,128.6,428,2336,278,0.21,14.65,130.3,12.4
18-02-2020,09:36:01,20.39,9.02,129,428,2336,278,0.21,14.648,130.2,12.7
18-02-2020,09:36:11,20.38,9.02,129,428,2336,278,0.21,14.649,129.7,12.3
18-02-2020,09:36:21,20.37,9,129.7,428,2336,278,0.21,14.652,129,12.6
18-02-2020,09:36:31,20.35,8.98,130.3,429,2331,279,0.21,14.65,128.6,13.1
18-02-2020,09:36:41,20.36,9,130.3,428,2336,278,0.21,14.651,128.6,12.9
18-02-2020,09:36:51,20.39,9.02,130,428,2336,278,0.21,14.65,129.4,12.5
18-02-2020,09:37:01,20.36,8.99,130.6,428,2336,278,0.21,14.648,128.8,13.2
18-02-2020,09:37:11,20.38,9.01,130.5,428,2336,278,0.21,14.648,128.7,12.8
18-02-2020,09:37:21,20.39,9.04,130.1,428,2336,278,0.21,14.649,129.4,11.9
18-02-2020,09:37:31,20.39,9.02,130.5,428,2336,278,0.21,14.647,129.7,12.8
18-02-2020,09:37:41,20.38,9.02,130.7,428,2336,278,0.21,14.645,129.5,12.2
18-02-2020,09:37:51,20.37,9.01,131.1,428,2336,278,0.21,14.645,128.9,12.5
18-02-2020,09:38:01,20.39,9.02,131.2,428,2336,278,0.21,14.647,129.3,12.4
18-02-2020,09:38:11,20.38,9.01,131.4,428,2336,278,0.21,14.644,129.4,13.3
18-02-2020,09:38:21,20.37,9.01,131.6,428,2336,278,0.21,14.646,129,12.5
18-02-2020,09:38:31,20.36,9,132.2,428,2336,278,0.21,14.642,128.9,12.5
18-02-2020,09:38:41,20.37,9.01,132.2,428,2336,278,0.21,14.643,128.9,12.9
18-02-2020,09:38:51,20.37,9,132.4,428,2336,278,0.21,14.645,128.8,12.3
18-02-2020,09:39:01,20.37,9,132.8,428,2336,278,0.21,14.64,128.6,12.4
19-02-2020,08:28:45,20.42,8.65,195,462,2165,300,0.22,14.59,116.1,27.3
19-02-2020,08:28:55,20.41,8.68,194.8,460,2174,299,0.22,14.589,116.2,33.8
19-02-2020,08:29:05,20.41,8.68,195.3,459,2179,298,0.22,14.59,116.7,23.3
19-02-2020,08:29:15,20.4,8.75,194.6,455,2198,296,0.22,14.59,118.5,23
19-02-2020,08:29:25,20.4,8.73,195.5,455,2198,296,0.22,14.59,118.3,24.2
19-02-2020,08:29:35,20.39,8.79,195.7,450,2222,292,0.22,14.591,119.8,20.1
19-02-2020,08:29:45,20.39,8.81,196.4,449,2227,292,0.22,14.59,120.8,16.6
19-02-2020,08:29:55,20.39,8.83,197.6,449,2227,292,0.22,14.591,122,14.3
19-02-2020,08:30:05,20.39,8.81,199.1,451,2217,293,0.22,14.593,122,14.3
19-02-2020,08:30:15,20.39,8.84,199.1,448,2232,291,0.22,14.595,122.4,17.4
19-02-2020,08:30:25,20.38,8.87,200,445,2247,289,0.21,14.597,122.8,13.2
19-02-2020,08:30:35,20.38,8.88,201.6,444,2252,289,0.21,14.594,123.3,12.5
19-02-2020,08:30:45,20.38,8.87,202.9,445,2247,289,0.21,14.595,123.5,12.9
19-02-2020,08:30:55,20.38,8.89,203.9,444,2252,288,0.21,14.594,123.7,12.7
19-02-2020,08:31:05,20.38,8.89,205.5,444,2252,288,0.21,14.598,123.9,13.4
19-02-2020,08:31:15,20.39,8.9,206.4,444,2252,289,0.21,14.599,124,12.9
19-02-2020,08:31:25,20.38,8.89,207.3,445,2247,289,0.21,14.598,123.9,12.8
19-02-2020,08:31:35,20.38,8.91,208,444,2252,289,0.21,14.599,124.2,12.9
19-02-2020,08:31:45,20.38,8.91,208.7,444,2252,289,0.21,14.597,124.2,13.1
19-02-2020,08:31:55,20.38,8.93,209.3,443,2257,288,0.21,14.597,124.3,12.6
19-02-2020,08:32:05,20.38,8.93,210.3,444,2252,288,0.21,14.597,124.4,12.3
19-02-2020,08:32:15,20.39,8.94,211.3,443,2257,288,0.21,14.599,124.5,13.3
19-02-2020,08:32:25,20.39,8.94,212.5,443,2257,288,0.21,14.6,124.6,12.3
19-02-2020,08:32:35,20.38,8.95,213.7,442,2262,288,0.21,14.599,124.5,12.3
19-02-2020,08:32:45,20.39,8.96,214.6,442,2262,287,0.21,14.601,124.5,12.2
19-02-2020,08:32:55,20.38,8.96,215.6,442,2262,287,0.21,14.602,124.8,12.2
19-02-2020,08:33:05,20.38,8.96,216.6,442,2262,287,0.21,14.6,124.7,12.4
19-02-2020,08:33:15,20.38,8.97,217.5,442,2262,287,0.21,14.601,124.7,14
19-02-2020,08:33:25,20.38,8.97,218.1,442,2262,287,0.21,14.602,124.7,12.9
19-02-2020,08:33:35,20.37,8.97,218.5,441,2268,287,0.21,14.603,124.7,14
19-02-2020,08:33:45,20.37,8.98,219.1,441,2268,287,0.21,14.606,124.8,12.6
19-02-2020,08:33:55,20.37,8.95,219.9,445,2247,289,0.21,14.605,124.6,13.9
19-02-2020,08:34:05,20.37,8.98,219,441,2268,287,0.21,14.6,124.6,12.4
19-02-2020,08:34:15,20.38,8.96,218.7,441,2268,287,0.21,14.6,124.3,12.8
19-02-2020,08:34:25,20.38,8.93,219,444,2252,288,0.21,14.602,124.3,13.4
19-02-2020,08:34:35,20.37,8.95,218.8,444,2252,289,0.21,14.605,124.5,14.2
19-02-2020,08:34:45,20.39,8.92,218.2,447,2237,291,0.22,14.606,124.2,14.9
19-02-2020,08:34:55,20.38,8.95,216.9,445,2247,289,0.21,14.609,124.2,13.6
19-02-2020,08:35:05,20.38,8.94,216.6,444,2252,289,0.21,14.607,124.4,13.7
19-02-2020,08:35:15,20.38,8.96,216.3,443,2257,288,0.21,14.605,124.5,13.2
19-02-2020,08:35:25,20.38,8.98,216.4,442,2262,287,0.21,14.606,124.7,13.1
19-02-2020,08:35:35,20.38,8.98,216,441,2268,286,0.21,14.609,124.5,13.2
19-02-2020,08:35:45,20.37,9,216.4,441,2268,287,0.21,14.609,124.7,13.1
19-02-2020,08:35:55,20.37,9,216.3,441,2268,287,0.21,14.607,124.7,12.7
19-02-2020,08:36:05,20.37,9,216.5,441,2268,286,0.21,14.608,124.8,12.5
19-02-2020,08:36:15,20.38,8.98,217.1,443,2257,288,0.21,14.608,124.8,14.1
19-02-2020,08:36:25,20.42,8.91,215.6,452,2212,294,0.22,14.609,123.6,23.8
19-02-2020,08:36:35,20.37,9.01,213.6,440,2273,286,0.21,14.612,124.7,13.4
19-02-2020,08:36:45,20.37,9,212.3,440,2273,286,0.21,14.608,124.6,12.8
19-02-2020,08:36:55,20.37,9.01,213.1,440,2273,286,0.21,14.609,124.9,12.7
19-02-2020,08:37:05,20.37,9.01,214.3,440,2273,286,0.21,14.612,125.1,12.5
19-02-2020,08:37:15,20.37,9.01,215.5,440,2273,286,0.21,14.611,125.1,12.6
19-02-2020,08:37:25,20.37,9.01,216.5,440,2273,286,0.21,14.609,125.2,12.9
19-02-2020,08:37:35,20.37,9.01,217.5,439,2278,286,0.21,14.61,125.3,12.3
19-02-2020,08:37:45,20.37,9.01,218.4,439,2278,286,0.21,14.612,125.3,12.7
19-02-2020,08:37:55,20.37,9.01,219.3,440,2273,286,0.21,14.615,125.5,12.6
19-02-2020,08:38:05,20.37,9.02,220,439,2278,286,0.21,14.613,125.4,12.4
19-02-2020,08:38:15,20.37,9.01,220.7,439,2278,285,0.21,14.615,125.5,12.9
19-02-2020,08:38:25,20.37,9.02,221.3,439,2278,285,0.21,14.615,125.6,13
19-02-2020,08:38:35,20.37,9.02,221.9,439,2278,285,0.21,14.615,125.8,13.2
19-02-2020,08:38:45,20.37,9.02,222.5,439,2278,285,0.21,14.614,125.9,12.8
19-02-2020,08:38:55,20.37,9.02,223.1,439,2278,285,0.21,14.616,125.8,13.2
19-02-2020,08:39:05,20.37,9.02,223.6,439,2278,285,0.21,14.619,125.8,12.8
19-02-2020,08:39:15,20.37,9.02,224.1,439,2278,285,0.21,14.617,125.7,12.7
19-02-2020,08:39:25,20.37,9.02,224.6,439,2278,285,0.21,14.614,125.9,13.4
19-02-2020,08:39:35,20.37,9.02,225.1,439,2278,285,0.21,14.619,125.9,12.9
19-02-2020,08:39:45,20.37,9.02,225.6,438,2283,285,0.21,14.618,125.9,12.8
19-02-2020,08:39:55,20.37,9.01,226,438,2283,285,0.21,14.618,125.9,12.7
19-02-2020,08:40:05,20.37,9.01,226.4,438,2283,285,0.21,14.618,125.9,12.5
19-02-2020,08:40:15,20.37,9.01,226.9,438,2283,285,0.21,14.619,125.8,13.1
19-02-2020,08:40:25,20.37,9.02,227.1,438,2283,285,0.21,14.621,126,14.5
19-02-2020,08:40:35,20.37,9.02,227.5,438,2283,284,0.21,14.622,126,12.6
19-02-2020,08:40:45,20.37,9.01,227.8,438,2283,284,0.21,14.619,125.9,13
19-02-2020,08:40:55,20.37,9.01,228.1,437,2288,284,0.21,14.619,125.9,13.3
19-02-2020,08:41:05,20.37,9.01,228.3,437,2288,284,0.21,14.619,126,12.8
19-02-2020,08:41:15,20.37,9.01,228.6,437,2288,284,0.21,14.621,126,12.9
19-02-2020,08:41:25,20.37,9.01,228.9,437,2288,284,0.21,14.617,126,12.9
19-02-2020,08:41:35,20.37,9.01,229.2,438,2283,285,0.21,14.619,126,13
19-02-2020,08:41:45,20.37,9.01,229.4,438,2283,284,0.21,14.623,126,12.8
19-02-2020,08:41:55,20.38,9.02,229.7,439,2278,285,0.21,14.625,126,13
19-02-2020,08:42:05,20.37,9.01,230.1,439,2278,285,0.21,14.622,126.1,12.7
19-02-2020,08:42:15,20.38,9.02,230.4,438,2283,285,0.21,14.621,126.2,12.4
19-02-2020,08:42:25,20.38,9.02,230.8,438,2283,285,0.21,14.62,126.2,12.2
19-02-2020,08:42:35,20.37,9.01,231.2,438,2283,285,0.21,14.622,126.1,13.4
19-02-2020,08:42:45,20.38,9.01,231.2,438,2283,285,0.21,14.623,126.1,15
19-02-2020,08:42:55,20.38,9.01,231.4,438,2283,285,0.21,14.625,126.3,13.2
19-02-2020,08:43:05,20.38,9.01,231.6,438,2283,285,0.21,14.626,126.2,12.9
19-02-2020,08:43:15,20.38,9.01,231.7,438,2283,285,0.21,14.626,126.2,13.9
19-02-2020,08:43:25,20.38,9.01,231.8,438,2283,285,0.21,14.624,126.3,12.7
19-02-2020,08:43:35,20.38,9.01,231.8,438,2283,285,0.21,14.626,126.3,13.2
19-02-2020,08:43:45,20.38,9.01,231.9,438,2283,285,0.21,14.625,126.3,13.9
19-02-2020,08:43:55,20.38,9.01,231.8,438,2283,285,0.21,14.626,126.4,13.5
19-02-2020,08:44:05,20.38,9.01,231.9,438,2283,285,0.21,14.63,126.4,13.2
19-02-2020,08:44:15,20.38,9.01,232,438,2283,285,0.21,14.632,126.4,12.9
19-02-2020,08:44:25,20.38,9.01,232.2,438,2283,285,0.21,14.628,126.4,13.4
19-02-2020,08:44:35,20.38,9.01,232.2,439,2278,285,0.21,14.629,126.4,13.1
19-02-2020,08:44:45,20.38,9.01,232.1,438,2283,285,0.21,14.629,126.6,13.2
19-02-2020,08:44:55,20.38,9.01,232.1,438,2283,285,0.21,14.63,126.6,13.5
19-02-2020,08:45:05,20.38,9.01,232.2,438,2283,285,0.21,14.63,126.6,12.8
19-02-2020,08:45:15,20.38,9.01,232.6,438,2283,285,0.21,14.632,126.6,12.3
19-02-2020,08:45:25,20.39,9.02,232.8,438,2283,285,0.21,14.632,126.7,12
19-02-2020,08:45:35,20.39,9.02,232.9,438,2283,285,0.21,14.633,126.8,12.3
19-02-2020,08:45:45,20.38,9.01,233.2,439,2278,285,0.21,14.633,126.8,12.7
19-02-2020,08:45:55,20.38,9.01,233.5,438,2283,285,0.21,14.635,126.7,12.3
19-02-2020,08:46:05,20.38,9.01,233.7,438,2283,285,0.21,14.64,126.8,12.6
19-02-2020,08:46:15,20.38,9.01,234,438,2283,285,0.21,14.636,126.8,12.5
19-02-2020,08:46:25,20.37,9.01,234.4,438,2283,285,0.21,14.636,126.6,12.4
19-02-2020,08:46:35,20.41,9.03,234.2,438,2283,284,0.21,14.638,127.1,12
19-02-2020,08:46:45,20.39,9.02,234.6,438,2283,284,0.21,14.64,127,12.3
19-02-2020,08:46:55,20.39,9.01,235.1,437,2288,284,0.21,14.639,127,12.2
19-02-2020,08:47:05,20.39,9.02,235.4,438,2283,285,0.21,14.641,127.2,12.4
19-02-2020,08:47:15,20.39,9.01,235.7,438,2283,285,0.21,14.64,126.9,12.1
19-02-2020,08:47:25,20.41,9.04,235.4,439,2278,285,0.21,14.642,127,12
19-02-2020,08:47:35,20.39,9.02,236,439,2278,285,0.21,14.641,127,12.3
19-02-2020,08:47:45,20.39,9.02,236.3,439,2278,285,0.21,14.643,127.5,12.3
19-02-2020,08:47:55,20.39,9.02,236.7,439,2278,285,0.21,14.64,127.3,12
19-02-2020,08:48:05,20.4,9.02,236.5,438,2283,285,0.21,14.642,127.4,12
19-02-2020,08:48:15,20.41,9.02,237.1,438,2283,285,0.21,14.645,127.6,12
19-02-2020,08:48:25,20.47,9.05,236.5,438,2283,284,0.21,14.646,128,11.8
19-02-2020,08:48:35,20.42,9.03,237.5,438,2283,285,0.21,14.644,127.7,12.2
19-02-2020,08:48:45,20.42,9.02,237.9,439,2278,285,0.21,14.642,127.4,12.2
19-02-2020,08:48:55,20.42,9.03,238.1,438,2283,285,0.21,14.645,128.1,12.1
19-02-2020,08:49:05,20.46,9.04,238,438,2283,285,0.21,14.644,128,12.3
19-02-2020,08:49:15,20.43,9.03,238.3,438,2283,284,0.21,14.647,127.9,12
19-02-2020,08:49:25,20.43,9.03,238.6,439,2278,286,0.21,14.645,127.8,12.3
19-02-2020,08:49:35,20.41,9.02,239.4,439,2278,286,0.21,14.646,127.8,12.4
19-02-2020,08:49:45,20.41,9.02,239.1,439,2278,286,0.21,14.646,127.7,11.9
19-02-2020,08:49:55,20.42,9.02,239.6,439,2278,285,0.21,14.645,127.6,12.3
19-02-2020,08:50:05,20.39,9.01,240.1,439,2278,285,0.21,14.647,127.3,12.6
19-02-2020,08:50:15,20.42,9.02,240.1,440,2273,286,0.21,14.645,127.5,12.3
19-02-2020,08:50:25,20.43,9.02,239.7,440,2273,286,0.21,14.646,127.8,12.2
19-02-2020,08:50:35,20.4,9.02,240.3,440,2273,286,0.21,14.646,127.7,12.5
19-02-2020,08:50:45,20.39,9.02,240.1,440,2273,286,0.21,14.644,127.6,12.4
19-02-2020,08:50:55,20.39,9.03,240.1,439,2278,285,0.21,14.647,127.7,12.5
19-02-2020,08:51:05,20.4,9.03,240.2,439,2278,285,0.21,14.646,127.7,12.2
19-02-2020,08:51:15,20.39,9.03,240.4,439,2278,285,0.21,14.646,127.6,12.2
19-02-2020,08:51:25,20.38,9.03,240.3,439,2278,285,0.21,14.647,127.4,12.8
19-02-2020,08:51:35,20.39,9.05,239.7,438,2283,285,0.21,14.648,127.4,14.3
19-02-2020,08:51:45,20.39,9.06,239.4,438,2283,285,0.21,14.647,126.8,13.9
19-02-2020,08:51:55,20.37,9.04,240,438,2283,285,0.21,14.649,126.4,12
19-02-2020,08:52:05,20.37,9.04,240.1,438,2283,285,0.21,14.649,125.6,13
19-02-2020,08:52:15,20.37,9.04,240.2,438,2283,285,0.21,14.65,125.2,15
19-02-2020,08:52:25,20.37,9.04,240.2,438,2283,284,0.21,14.651,125.6,14
19-02-2020,08:52:35,20.37,9.04,240.2,438,2283,285,0.21,14.652,125.5,13.6
19-02-2020,08:52:45,20.41,9.06,239.9,437,2288,284,0.21,14.653,126.5,11.3
19-02-2020,08:52:55,20.38,9.04,240.3,437,2288,284,0.21,14.654,125.6,11.4
19-02-2020,08:53:05,20.37,9.04,240.4,438,2283,284,0.21,14.653,125.1,10.8
19-02-2020,08:53:15,20.37,9.04,240.5,437,2288,284,0.21,14.65,125,11.2
19-02-2020,08:53:25,20.38,9.05,240.4,437,2288,284,0.21,14.649,124.5,13.6
19-02-2020,08:53:35,20.38,9.05,240.5,437,2288,284,0.21,14.649,124.4,13.9
19-02-2020,08:53:45,20.4,9.05,240.6,437,2288,284,0.21,14.649,124.9,14.3
19-02-2020,08:53:55,20.39,9.05,240.5,437,2288,284,0.21,14.647,125.4,17.1
19-02-2020,08:54:05,20.39,9.04,240.7,437,2288,284,0.21,14.651,125,16.2
19-02-2020,08:54:15,20.39,9.05,240.6,437,2288,284,0.21,14.653,124.8,14.7
19-02-2020,08:54:25,20.39,9.05,240.5,437,2288,284,0.21,14.651,124.6,12
19-02-2020,08:54:35,20.39,9.05,240.5,437,2288,284,0.21,14.654,123.7,12.9
19-02-2020,08:54:45,20.39,9.05,240.8,437,2288,284,0.21,14.655,123.9,11.4
19-02-2020,08:54:55,20.39,9.04,240.9,437,2288,284,0.21,14.65,123.9,11.8
19-02-2020,08:55:05,20.39,9.04,241,437,2288,284,0.21,14.653,124.7,11.6
19-02-2020,08:55:15,20.39,9.04,241.1,437,2288,284,0.21,14.651,124.6,12.8
19-02-2020,08:55:25,20.39,9.04,241.2,436,2294,284,0.21,14.653,124.4,11.9
19-02-2020,08:55:35,20.39,9.05,241.1,436,2294,284,0.21,14.653,125,12.2
19-02-2020,08:55:45,20.39,9.05,241.2,436,2294,284,0.21,14.649,124.6,12.8
19-02-2020,08:55:55,20.39,9.05,241,436,2294,283,0.21,14.649,123.3,11.3
19-02-2020,08:56:05,20.39,9.05,241.1,436,2294,283,0.21,14.646,122.5,11.6
19-02-2020,08:56:15,20.39,9.05,241.2,436,2294,283,0.21,14.647,119.9,13.2
19-02-2020,08:56:25,20.39,9.05,241.4,436,2294,283,0.21,14.645,122.4,14.8
19-02-2020,08:56:35,20.41,9.05,241.4,436,2294,283,0.21,14.647,122.6,15
19-02-2020,08:56:45,20.39,9.05,241.4,436,2294,283,0.21,14.648,123.2,12.7
19-02-2020,08:56:55,20.39,9.05,241.4,436,2294,283,0.21,14.646,122.5,12.4
19-02-2020,08:57:05,20.39,9.05,241.5,436,2294,283,0.21,14.646,123.8,11.4
19-02-2020,08:57:15,20.39,9.05,241.5,436,2294,283,0.21,14.645,123.5,10.9
19-02-2020,08:57:25,20.39,9.05,241.6,436,2294,283,0.21,14.646,123.1,12.6
19-02-2020,08:57:35,20.4,9.05,241.6,435,2299,283,0.21,14.644,123.6,12.9
19-02-2020,08:57:45,20.4,9.06,241.5,435,2299,283,0.21,14.647,123.9,11.5
19-02-2020,08:57:55,20.42,9.06,241.3,435,2299,283,0.21,14.647,122.4,14
19-02-2020,08:58:05,20.42,9.06,241.3,436,2294,283,0.21,14.645,120.4,19.7
19-02-2020,08:58:15,20.42,9.05,241.6,435,2299,283,0.21,14.646,121.4,14.5
19-02-2020,08:58:25,20.4,9.06,241.4,435,2299,283,0.21,14.647,121.2,13.1
19-02-2020,08:58:35,20.41,9.06,241.4,435,2299,283,0.21,14.647,122.7,13.5
19-02-2020,08:58:45,20.42,9.06,241.3,435,2299,283,0.21,14.647,121.5,13.4
19-02-2020,08:58:55,20.41,9.06,241.6,435,2299,283,0.21,14.643,123.5,12
19-02-2020,08:59:05,20.41,9.07,241.5,435,2299,283,0.21,14.644,123.2,12.2
19-02-2020,08:59:15,20.43,9.07,241.6,435,2299,282,0.21,14.64,124.4,13
19-02-2020,08:59:25,20.42,9.07,241.5,435,2299,282,0.21,14.642,125.1,13.7
19-02-2020,08:59:35,20.42,9.07,241.7,435,2299,283,0.21,14.644,124.6,13.3
19-02-2020,08:59:45,20.42,9.07,241.6,435,2299,282,0.21,14.64,124.8,12.5
19-02-2020,08:59:55,20.4,9.05,242,435,2299,283,0.21,14.639,124.4,13.5
19-02-2020,09:00:05,20.41,9.06,242,435,2299,283,0.21,14.642,124.9,15.4
19-02-2020,09:00:15,20.42,9.06,242,434,2304,282,0.21,14.641,124.3,12.8
19-02-2020,09:00:25,20.42,9.07,241.6,434,2304,282,0.21,14.639,124,13.2
19-02-2020,09:00:35,20.42,9.07,241.5,434,2304,282,0.21,14.64,122.5,13.2
19-02-2020,09:00:45,20.44,9.07,241.6,434,2304,282,0.21,14.64,122.6,14
19-02-2020,09:00:55,20.44,9.07,241.8,434,2304,282,0.21,14.642,123.2,17.7
19-02-2020,09:01:05,20.51,9.1,241,434,2304,282,0.21,14.643,125.1,19.2
19-02-2020,09:01:15,20.49,9.1,240.9,434,2304,282,0.21,14.643,125.2,17.1
19-02-2020,09:01:25,20.51,9.1,240.8,433,2309,282,0.21,14.64,125.4,16.3
19-02-2020,09:01:35,20.47,9.09,241,434,2304,282,0.21,14.64,126,17.2
19-02-2020,09:01:45,20.49,9.09,240.9,433,2309,282,0.21,14.641,126.5,18.9
19-02-2020,09:01:55,20.49,9.09,240.9,433,2309,282,0.21,14.64,126.5,14.2
19-02-2020,09:02:05,20.48,9.09,240.7,433,2309,282,0.21,14.638,126.9,15.1
19-02-2020,09:02:15,20.47,9.09,240.9,433,2309,281,0.21,14.643,127.1,16.1
19-02-2020,09:02:25,20.48,9.09,240.8,433,2309,282,0.21,14.641,126.9,14.9
19-02-2020,09:02:35,20.49,9.09,240.7,433,2309,281,0.21,14.64,126.8,15.2
19-02-2020,09:02:45,20.48,9.09,240.7,433,2309,281,0.21,14.64,127,13.2
19-02-2020,09:02:55,20.47,9.09,240.8,433,2309,282,0.21,14.64,127,14.5
19-02-2020,09:03:05,20.46,9.09,240.7,433,2309,281,0.21,14.642,126.8,15
19-02-2020,09:03:15,20.46,9.09,240.8,432,2315,281,0.21,14.644,126.8,14.1
19-02-2020,09:03:25,20.47,9.09,240.8,433,2309,281,0.21,14.642,126.6,13.6
19-02-2020,09:03:35,20.48,9.08,240.9,432,2315,281,0.21,14.637,126.5,14.9
19-02-2020,09:03:45,20.47,9.09,240.8,432,2315,281,0.21,14.639,127,12.8
19-02-2020,09:03:55,20.47,9.08,240.9,432,2315,281,0.21,14.637,126.7,14.2
19-02-2020,09:04:05,20.48,9.09,240.8,432,2315,281,0.21,14.64,126.8,13.3
19-02-2020,09:04:15,20.47,9.09,240.8,432,2315,281,0.21,14.644,126.9,13.4
19-02-2020,09:04:25,20.44,9.08,241,432,2315,281,0.21,14.641,126.3,12.6
19-02-2020,09:04:35,20.45,9.08,241.2,432,2315,281,0.21,14.64,126.4,12.6
19-02-2020,09:04:45,20.44,9.08,241.4,432,2315,281,0.21,14.639,126.7,13
19-02-2020,09:04:55,20.44,9.08,241.5,432,2315,281,0.21,14.638,126,11.6
19-02-2020,09:05:05,20.43,9.08,241.4,432,2315,281,0.21,14.642,125.9,13.2
19-02-2020,09:05:15,20.45,9.08,241.5,432,2315,281,0.21,14.643,125.7,12.1
19-02-2020,09:05:25,20.46,9.08,241.4,432,2315,281,0.21,14.643,125.7,12.8
19-02-2020,09:05:35,20.44,9.08,241.7,431,2320,280,0.21,14.643,126.4,12.3
19-02-2020,09:05:45,20.45,9.08,241.8,432,2315,280,0.21,14.64,126.6,14
19-02-2020,09:05:55,20.44,9.08,241.8,432,2315,281,0.21,14.638,126.5,12.3
19-02-2020,09:06:05,20.46,9.08,241.8,431,2320,280,0.21,14.643,126.1,13.5
19-02-2020,09:06:15,20.46,9.08,241.6,431,2320,280,0.21,14.639,126.3,14.5
19-02-2020,09:06:25,20.44,9.08,241.7,431,2320,280,0.21,14.639,126.2,12.4
19-02-2020,09:06:35,20.45,9.08,241.8,431,2320,280,0.21,14.642,126.1,13.6
19-02-2020,09:06:45,20.44,9.08,241.9,431,2320,280,0.21,14.642,126.6,11.6
19-02-2020,09:06:55,20.43,9.07,242.2,431,2320,280,0.21,14.642,125.9,12.8
19-02-2020,09:07:05,20.42,9.07,242.4,431,2320,280,0.21,14.641,126,12.3
19-02-2020,09:07:15,20.42,9.07,242.5,431,2320,280,0.21,14.639,125.6,10.9
19-02-2020,09:07:25,20.42,9.07,242.4,431,2320,280,0.21,14.641,125.8,11.7
19-02-2020,09:07:35,20.41,9.07,242.5,431,2320,280,0.21,14.638,125.3,11.7
19-02-2020,09:07:45,20.42,9.06,242.6,431,2320,280,0.21,14.64,125,11.5
19-02-2020,09:07:55,20.43,9.07,242.9,430,2326,280,0.21,14.643,125.3,11.6
19-02-2020,09:08:05,20.4,9.06,243,431,2320,280,0.21,14.642,125.2,12.8
19-02-2020,09:08:15,20.39,9.06,243,431,2320,280,0.21,14.642,124.7,13.5
19-02-2020,09:08:25,20.43,9.06,242.9,430,2326,279,0.21,14.643,124.7,11.8
19-02-2020,09:08:35,20.43,9.07,242.7,430,2326,279,0.21,14.638,124.6,11.2
19-02-2020,09:08:45,20.43,9.06,243.6,430,2326,279,0.21,14.638,126,15.6
19-02-2020,09:08:55,20.41,9.04,244,431,2320,280,0.21,14.641,126.6,15.1
19-02-2020,09:09:05,20.43,9.05,243.9,430,2326,280,0.21,14.642,127.6,14.5
19-02-2020,09:09:15,20.42,9.04,244.8,430,2326,280,0.21,14.645,127.5,32.8
19-02-2020,09:09:25,20.43,9.04,244.5,434,2304,282,0.21,14.644,128.5,18.8
19-02-2020,09:09:35,20.46,9.05,244.4,436,2294,284,0.21,14.644,129.3,12.1
19-02-2020,09:09:45,20.44,9.02,245.3,443,2257,288,0.21,14.642,128.8,12.4
19-02-2020,09:09:55,20.4,9,245.8,445,2247,289,0.21,14.644,128,12.5
19-02-2020,09:10:05,20.43,9.01,245.9,446,2242,290,0.21,14.645,127.9,12.2
19-02-2020,09:10:15,20.44,9.02,245.9,446,2242,290,0.21,14.645,128.1,12
19-02-2020,09:10:25,20.42,9.02,246.1,446,2242,290,0.22,14.644,128.3,11.8
19-02-2020,09:10:35,20.43,9.02,246.3,446,2242,290,0.21,14.647,128.5,12.1
19-02-2020,09:10:45,20.42,9.02,246.7,446,2242,290,0.22,14.645,128.2,12.2
